NAME                      |     AMOUNT | TRANS_DATETIME      | PROCESS_DATETIME    | LOCATION                           
Debee                     |  23,202.00 | 2020-07-12 00:00:00 | 2021-09-28 2:40:30  | Crucianella                        
Osmond                    |  21,314.00 | 2020-12-03 00:00:00 | 2021-09-28 21:03:44 | Eaton's Aster                      
Artur                     |  35,850.00 | 2020-10-08 00:00:00 | 2021-09-28 16:31:28 | Script Lichen                      
Puff                      |  33,473.00 | 2020-10-23 00:00:00 | 2021-09-28 3:26:42  | Macoun's Racomitrium Moss          
Renado                    |   4,531.00 | 2020-07-05 00:00:00 | 2021-09-28 14:12:41 | Woodland Sensitive Pea             
Jessalyn                  |  14,024.00 | 2021-03-27 00:00:00 | 2021-09-28 11:32:17 | Elephant Creeper                   
Morissa                   |  20,025.00 | 2021-06-16 00:00:00 | 2021-09-28 1:51:10  | Green Cliffbrake                   
North                     |  32,817.00 | 2021-02-01 00:00:00 | 2021-09-28 19:52:42 | Gasp̩ Peninsula Arrowgrass        
Guglielma                 |  10,261.00 | 2020-12-04 00:00:00 | 2021-09-28 0:53:07  | Purplenet Toadflax                 
Hakim                     |   7,772.00 | 2020-12-11 00:00:00 | 2021-09-28 21:28:46 | Guest Tree                         
Erwin                     |  12,650.00 | 2021-07-20 00:00:00 | 2021-09-28 11:25:03 | Hudson Bay Eyebright               
Bella                     |  16,688.00 | 2021-02-13 00:00:00 | 2021-09-28 0:15:51  | Falsegold Groundsel                
Waring                    |  46,194.00 | 2021-01-03 00:00:00 | 2021-09-28 11:14:27 | Knight's Milkvetch                 
Paxton                    |  26,183.00 | 2021-07-05 00:00:00 | 2021-09-28 13:00:47 | Howell's Biscuitroot               
Marven                    |  17,735.00 | 2020-12-09 00:00:00 | 2021-09-28 8:00:34  | San Luis Mountain Ipomopsis        
Eydie                     |   4,301.00 | 2020-07-07 00:00:00 | 2021-09-28 8:09:05  | Capetown Pea                       
Godiva                    |  35,186.00 | 2020-08-21 00:00:00 | 2021-09-28 3:23:48  | San Pedro False Prairie-clover     
Stanton                   |  47,258.00 | 2020-09-16 00:00:00 | 2021-09-28 7:25:42  | Mariposa Lily                      
Kerianne                  |  40,837.00 | 2020-09-03 00:00:00 | 2021-09-28 11:19:44 | Tropical Dropseed                  
Danie                     |  18,461.00 | 2021-05-16 00:00:00 | 2021-09-28 3:38:23  | Nodeweed                           
Vernice                   |   4,398.00 | 2021-01-18 00:00:00 | 2021-09-28 8:34:28  | Atlantic Ivy                       
Herman                    |   6,069.00 | 2021-06-06 00:00:00 | 2021-09-28 13:54:37 | Mesa Verde Stickseed               
Isa                       |   5,314.00 | 2020-08-26 00:00:00 | 2021-09-28 13:50:02 | Green Buckwheat                    
Alaric                    |  42,779.00 | 2021-03-20 00:00:00 | 2021-09-28 5:13:25  | Woolly Groundsel                   
Rogerio                   |  32,559.00 | 2020-09-22 00:00:00 | 2021-09-28 22:26:44 | Prairie Flax                       
Pascal                    |  46,957.00 | 2020-09-16 00:00:00 | 2021-09-28 15:24:53 | Kanawao                            
Ellene                    |  12,846.00 | 2021-03-16 00:00:00 | 2021-09-28 15:35:52 | Yellow Coralbells                  
Wynnie                    |  30,065.00 | 2020-10-06 00:00:00 | 2021-09-28 22:01:29 | Giant Ironweed                     
Bonnee                    |  42,691.00 | 2020-08-29 00:00:00 | 2021-09-28 4:12:16  | Torrey's Rush                      
Rosie                     |  27,607.00 | 2020-12-06 00:00:00 | 2021-09-28 4:57:14  | Pensacola Marsh Elder              
Sybil                     |  22,658.00 | 2021-03-27 00:00:00 | 2021-09-28 1:53:03  | Swallen's Needlegrass              
Margaretha                |   4,985.00 | 2020-10-28 00:00:00 | 2021-09-28 21:39:37 | Elegant Cinquefoil                 
Jaimie                    |  22,716.00 | 2020-08-17 00:00:00 | 2021-09-28 12:45:03 | Sassafras                          
Florette                  |  13,079.00 | 2020-07-06 00:00:00 | 2021-09-28 4:48:08  | Yellow Pincushion                  
Francklyn                 |  45,547.00 | 2020-12-04 00:00:00 | 2021-09-28 15:30:17 | Panicled Bulrush                   
Ginny                     |  17,393.00 | 2021-04-09 00:00:00 | 2021-09-28 15:00:36 | Gray's Flatsedge                   
Aymer                     |  44,280.00 | 2021-01-13 00:00:00 | 2021-09-28 14:38:34 | Cordilleran Sedge                  
Pattin                    |   5,728.00 | 2021-01-03 00:00:00 | 2021-09-28 7:57:24  | Pale Indian Paintbrush             
Robers                    |  44,860.00 | 2021-04-15 00:00:00 | 2021-09-28 23:53:53 | Agonimia Lichen                    
Keen                      |  14,639.00 | 2021-02-05 00:00:00 | 2021-09-28 10:43:43 | Wirestem Buckwheat                 
Clevey                    |  21,571.00 | 2020-10-22 00:00:00 | 2021-09-28 4:26:05  | Northern Clarkia                   
Edwina                    |  13,073.00 | 2020-07-05 00:00:00 | 2021-09-28 13:42:07 | Cutleaf False Oxtongue             
Goran                     |  13,652.00 | 2021-05-13 00:00:00 | 2021-09-28 18:35:24 | Wharton's Dewberry                 
Benyamin                  |  35,079.00 | 2021-03-11 00:00:00 | 2021-09-28 13:21:49 | Virginia Glasswort                 
Krystle                   |   7,883.00 | 2021-05-20 00:00:00 | 2021-09-28 23:57:23 | Sweet Boronia                      
Roberta                   |  22,007.00 | 2021-07-20 00:00:00 | 2021-09-28 12:23:04 | Smallhead Star-thistle             
Lavina                    |   5,525.00 | 2020-10-07 00:00:00 | 2021-09-28 2:53:09  | Carbonea Lichen                    
Bale                      |  22,089.00 | 2020-09-21 00:00:00 | 2021-09-28 20:19:18 | Longtip Lacebark                   
Halley                    |   4,128.00 | 2020-07-07 00:00:00 | 2021-09-28 20:28:17 | Anise                              
Ravid                     |  40,764.00 | 2020-08-18 00:00:00 | 2021-09-28 8:05:48  | Anise Burnet Saxifrage             
Etty                      |  38,185.00 | 2021-06-06 00:00:00 | 2021-09-28 15:38:59 | Scepterbearing Fleabane            
Juline                    |  27,366.00 | 2020-12-24 00:00:00 | 2021-09-28 1:06:21  | Algarrobilla                       
Charlean                  |  15,502.00 | 2021-05-01 00:00:00 | 2021-09-28 19:30:41 | Pillpod Sandmat                    
Caleb                     |  37,178.00 | 2020-09-29 00:00:00 | 2021-09-28 5:55:16  | Georgia False Indigo               
Nady                      |  39,943.00 | 2020-07-08 00:00:00 | 2021-09-28 15:36:30 | Hale's Rinodina Lichen             
Coraline                  |  43,294.00 | 2020-10-22 00:00:00 | 2021-09-28 18:30:31 | Field Chickweed                    
Lon                       |  29,523.00 | 2020-11-25 00:00:00 | 2021-09-28 8:28:36  | Tenfinger Menodora                 
Petrina                   |  26,669.00 | 2021-02-11 00:00:00 | 2021-09-28 21:02:55 | Hybrid Violet                      
Northrop                  |  41,775.00 | 2020-12-09 00:00:00 | 2021-09-28 8:19:23  | Chestnut Oak                       
Lilias                    |  47,750.00 | 2021-05-21 00:00:00 | 2021-09-28 0:40:45  | Pseudocrossidium Moss              
Antonino                  |  48,302.00 | 2020-09-15 00:00:00 | 2021-09-28 16:50:21 | Grove Bluegrass                    
Bea                       |  20,773.00 | 2020-07-12 00:00:00 | 2021-09-28 6:28:39  | Cicendia                           
Ginnifer                  |  46,811.00 | 2021-01-06 00:00:00 | 2021-09-28 22:36:02 | Broadfruit Bur-reed                
Carolan                   |   1,634.00 | 2021-07-09 00:00:00 | 2021-09-28 16:51:19 | Roundleaf Stork's Bill             
Bernadina                 |  33,613.00 | 2021-04-26 00:00:00 | 2021-09-28 22:07:16 | Lundell's Nailwort                 
Brita                     |  40,673.00 | 2020-07-20 00:00:00 | 2021-09-28 15:37:56 | Alpine Collomia                    
Thorvald                  |   8,716.00 | 2020-11-18 00:00:00 | 2021-09-28 13:20:24 | Old Blue False Pennyroyal          
Janine                    |  27,804.00 | 2020-12-29 00:00:00 | 2021-09-28 11:25:17 | Ptychomitrium Moss                 
Estell                    |  37,199.00 | 2021-04-23 00:00:00 | 2021-09-28 5:21:58  | Profuseflower Mesamint             
Gaspard                   |   5,354.00 | 2021-07-02 00:00:00 | 2021-09-28 20:56:02 | Alabama Larkspur                   
Melody                    |  47,302.00 | 2020-08-19 00:00:00 | 2021-09-28 10:32:11 | Atamasco Lily                      
Darbee                    |  21,719.00 | 2020-08-01 00:00:00 | 2021-09-28 5:22:36  | Alkali Desertparsley               
Conni                     |  31,223.00 | 2020-07-25 00:00:00 | 2021-09-28 1:30:06  | San Joaquin Milkvetch              
Bradan                    |  30,402.00 | 2021-04-15 00:00:00 | 2021-09-28 14:03:45 | Heartleaf Four O'clock             
Costa                     |  19,115.00 | 2021-01-10 00:00:00 | 2021-09-28 16:50:14 | Western Marsh Cudweed              
Fawnia                    |  25,999.00 | 2020-10-23 00:00:00 | 2021-09-28 11:17:14 | Gundelia                           
Erick                     |   2,102.00 | 2021-01-02 00:00:00 | 2021-09-28 6:19:00  | Front Range Beardtongue            
Andi                      |   7,442.00 | 2021-02-16 00:00:00 | 2021-09-28 20:21:47 | Large-spike Bristlegrass           
Cosette                   |  28,353.00 | 2020-09-11 00:00:00 | 2021-09-28 19:47:47 | Indian Flatsedge                   
Othello                   |  33,352.00 | 2020-09-28 00:00:00 | 2021-09-28 4:53:48  | Hairy Skullcap                     
Dilan                     |  22,275.00 | 2021-05-17 00:00:00 | 2021-09-28 4:00:28  | Oldfield Sneezeweed                
Tiebout                   |  41,527.00 | 2020-08-05 00:00:00 | 2021-09-28 0:29:35  | Dwarf Mountain Lupine              
Cindie                    |  13,381.00 | 2020-09-18 00:00:00 | 2021-09-28 21:10:42 | Syngonanthus                       
Brunhilda                 |  29,358.00 | 2020-12-22 00:00:00 | 2021-09-28 13:13:46 | Pacific Anemone                    
Manolo                    |  24,774.00 | 2021-06-21 00:00:00 | 2021-09-28 8:09:57  | Vitt's Candle Snuffer Moss         
Corbett                   |  29,965.00 | 2020-12-15 00:00:00 | 2021-09-28 14:54:52 | Adobe Snakeroot                    
Roz                       |  38,638.00 | 2021-06-15 00:00:00 | 2021-09-28 12:56:09 | Cottam's Milkvetch                 
Josephine                 |  45,737.00 | 2020-08-08 00:00:00 | 2021-09-28 9:13:51  | Hinoki False Cypress               
Pepe                      |   7,362.00 | 2021-06-02 00:00:00 | 2021-09-28 3:37:43  | Macradenia                         
Minne                     |  29,248.00 | 2021-04-18 00:00:00 | 2021-09-28 15:07:58 | White Poplar                       
Lyman                     |  40,075.00 | 2020-12-19 00:00:00 | 2021-09-28 19:44:06 | Delta Eryngo                       
Donn                      |  12,569.00 | 2021-01-28 00:00:00 | 2021-09-28 22:10:06 | Watson's Buckwheat                 
Antonietta                |  38,262.00 | 2020-10-01 00:00:00 | 2021-09-28 6:01:32  | Carolina Bugbane                   
Desiri                    |  35,708.00 | 2021-04-25 00:00:00 | 2021-09-28 14:05:28 | Isochilus                          
Hercules                  |  47,657.00 | 2021-03-03 00:00:00 | 2021-09-28 14:36:11 | Dwarf Mountain Lupine              
Mallory                   |  29,935.00 | 2020-09-29 00:00:00 | 2021-09-28 0:24:01  | Meadow Flax                        
Mark                      |  43,403.00 | 2020-09-25 00:00:00 | 2021-09-28 1:01:40  | Cracked Lichen                     
Carver                    |  46,085.00 | 2020-10-26 00:00:00 | 2021-09-28 13:05:35 | Yellow Leafbract                   
Lonnard                   |   5,207.00 | 2020-11-26 00:00:00 | 2021-09-28 21:43:55 | Redbird Flower                     
Dare                      |  49,511.00 | 2021-03-16 00:00:00 | 2021-09-28 12:51:20 | Matayba                            
Mercedes                  |  29,979.00 | 2020-08-03 00:00:00 | 2021-09-28 5:16:09  | Sticky Desertsunflower             
Adorne                    |  21,109.00 | 2020-09-10 00:00:00 | 2021-09-28 2:39:56  | Leafy Wildparsley                  
Sadella                   |  19,232.00 | 2020-11-29 00:00:00 | 2021-09-28 17:53:57 | Early Blue Violet                  
Launce                    |  13,772.00 | 2021-02-05 00:00:00 | 2021-09-28 13:05:22 | Hybrid Spruce                      
Demetris                  |   2,166.00 | 2021-03-29 00:00:00 | 2021-09-28 5:35:00  | Lion's Heart                       
Kellen                    |   5,239.00 | 2020-10-18 00:00:00 | 2021-09-28 21:08:41 | Twobristle Rockdaisy               
Mikol                     |   2,058.00 | 2020-08-04 00:00:00 | 2021-09-28 10:54:03 | Broadleaf Speedwell                
Marlyn                    |  34,464.00 | 2020-12-09 00:00:00 | 2021-09-28 8:05:51  | Confused Astrothelium Lichen       
Llywellyn                 |  15,371.00 | 2021-03-06 00:00:00 | 2021-09-28 6:36:22  | Blindeyes                          
Kerrin                    |   4,271.00 | 2020-09-17 00:00:00 | 2021-09-28 22:08:33 | Hairy Bedstraw                     
Currey                    |  19,733.00 | 2020-09-19 00:00:00 | 2021-09-28 8:26:40  | Foothill Triteleia                 
Zebedee                   |   6,292.00 | 2020-09-08 00:00:00 | 2021-09-28 1:41:43  | Lesser Shepherdscress              
Alvira                    |   7,401.00 | 2020-11-15 00:00:00 | 2021-09-28 22:25:50 | Tracy's Clarkia                    
Gerhard                   |  22,492.00 | 2020-09-05 00:00:00 | 2021-09-28 20:26:41 | Eastern Fox Sedge                  
Jessey                    |  38,939.00 | 2020-11-11 00:00:00 | 2021-09-28 13:43:31 | Mountain Sandwort                  
Samson                    |  34,578.00 | 2021-06-20 00:00:00 | 2021-09-28 10:02:04 | Engelmann's Sage                   
Desiree                   |   5,108.00 | 2020-08-04 00:00:00 | 2021-09-28 7:20:36  | California Prickly Phlox           
Linc                      |  14,472.00 | 2021-01-10 00:00:00 | 2021-09-28 15:18:57 | Spurgecreeper                      
Issie                     |   4,201.00 | 2021-07-09 00:00:00 | 2021-09-28 13:12:12 | Whitefingers Lichen                
Mae                       |  34,112.00 | 2020-12-28 00:00:00 | 2021-09-28 11:20:23 | Hollyleaf Gilia                    
Lucita                    |  37,689.00 | 2020-12-19 00:00:00 | 2021-09-28 4:10:13  | Saxen's Sedge                      
Ethelyn                   |  49,319.00 | 2021-01-27 00:00:00 | 2021-09-28 9:15:34  | Malaysian Persimmon                
Sena                      |  17,369.00 | 2020-07-08 00:00:00 | 2021-09-28 18:15:28 | Limestone Sandmat                  
Ware                      |  28,843.00 | 2021-01-14 00:00:00 | 2021-09-28 4:12:36  | Bulltongue Arrowhead               
Cynthy                    |  37,753.00 | 2021-06-02 00:00:00 | 2021-09-28 5:34:27  | Abietenella Moss                   
Shandee                   |  45,131.00 | 2021-05-22 00:00:00 | 2021-09-28 15:38:41 | Lignumvitae                        
